Id,Category
5859,attorniare+V
5860,declamatorio+A
5861,infiammazione+N
5862,privilegiare+V
5863,esprimere+V
5864,brancolare+V
5865,contundere+V
5866,pontificare+V
5867,dimenare+V
5868,eredare+V
5869,scollare+V
5870,accalappiare+V
5871,deputare+V
5872,lasciare+V
5873,riquadrare+V
5874,affissare+V
5875,sbarazzinare+V
5876,scapitare+V
5877,cancellare+V
5878,litografare+V
5879,disarcionare+V
5880,deliberare+V
5881,riconsacrare+V
5882,preludere+V
5883,reagire+V
5884,abbisognare+V
5885,diametro+N
5886,pasteggiare+V
5887,ciancicare+V
5888,fiocinare+V
5889,accorpare+V
5890,colorare+V
5891,assommare+V
5892,leggend+N
5893,cantrice+N
5894,accomandereare+V
5895,ripiombare+V
5896,sposare+V
5897,fagocitare+V
5898,zoppicare+V
5899,ciaikovskiano+A
5900,cariare+V
5901,inamidare+V
5902,sfalsare+V
5903,sovrapporre+V
5904,dimessa+N
5905,riluere+V
5906,beccare+V
5907,trasfusionale+A
5908,controsterzare+V
5909,raffinare+V
5910,angarire+V
5911,dimenare+V
5912,vertre+V
5913,stridere+V
5914,drogare+V
5915,impersonare+V
5916,esterificare+V
5917,scompartimento+N
5918,irreggimentare+V
5919,prestito+N
5920,incarognire+V
5921,diliscare+V
5922,eclatare+A
5923,scapitare+V
5924,cinghiare+V
5925,covare+V
5926,minuto+A
5927,propinare+V
5928,sopradescriv+V
5929,antagonistico+A
5930,desistere+V
5931,sottoutilizzare+A
5932,straviziare+V
5933,imbrillantinare+V
5934,neo-nazista+N
5935,snocciolare+V
5936,strombettare+V
5937,astrarre+V
5938,esulare+V
5939,indispettire+V
5940,salinare+V
5941,grippare+V
5942,sopraccigliare+V
5943,ricoprire+V
5944,spruzzare+V
5945,contestare+V
5946,estimatore+A
5947,sgrare+V
5948,referenziare+V
5949,concitare+V
5950,ricevitore+A
5951,immobilismo+N
5952,evoluire+V
5953,crollare+V
5954,consociativismo+N
5955,reagire+V
5956,mugolare+V
5957,sconsolare+V
5958,colorire+V
5959,desertificare+V
5960,raggelare+V
5961,infiammare+V
5962,consacrare+V
5963,attruppare+V
5964,rivelatore+A
5965,limitare+A
5966,vellicare+V
5967,scosciare+V
5968,capottare+V
5969,accozzare+V
5970,lirico+N
5971,rappresndere+V
5972,vivacchiare+V
5973,tarlare+V
5974,sgroppare+V
5975,ingozzare+V
5976,inaugurare+V
5977,scaldare+V
5978,siglare+V
5979,arguire+V
5980,professare+V
5981,conglomerare+V
5982,russare+V
5983,fiere+N
5984,indiziare+V
5985,predeterminare+V
5986,interporre+V
5987,laicizzare+V
5988,scortare+A
5989,sfrangiare+V
5990,copiare+V
5991,indebitare+V
5992,dritto+A
5993,sfumato+A
5994,passo+V
5995,polietileno+N
5996,picchiare+V
5997,riscontare+V
5998,raffrenare+V
5999,affaticare+V
6000,programmare+V
6001,arrestare+V
6002,dividere+A
6003,ricalcitrare+V
6004,desiste+V
6005,covare+V
6006,allertare+V
6007,arboriano+A
6008,ingentilire+V
6009,presidenziale+A
6010,ficchiaare+V
6011,ricada+V
6012,disdegnare+V
6013,millenario+N
6014,immedesimare+V
6015,escogitare+V
6016,beccheggiare+V
6017,sudare+V
6018,arrabbiare+V
6019,pillare+V
6020,discaricare+V
6021,ostare+V
6022,percolare+V
6023,lampadin+N
6024,apatia+N
6025,sorella+N
6026,gelare+V
6027,poppare+V
6028,questionare+V
6029,professare+V
6030,scomparire+V
6031,confiscare+V
6032,perquisire+V
6033,fuoruscire+V
6034,sbandire+V
6035,echeggiare+V
6036,ristagnare+V
6037,depenalizzare+V
6038,mammifero+N
6039,schematizzare+V
6040,cairote+N
6041,riedere+V
6042,impaperare+V
6043,disapprovare+V
6044,rugliare+V
6045,imprecare+V
6046,teleguidare+A
6047,separare+V
6048,incordare+V
6049,appagare+V
6050,vituperaare+V
6051,impazzire+V
6052,reinserire+V
6053,criptare+V
6054,preconfezionare+A
6055,trapiantare+V
6056,concedere+V
6057,maciullare+V
6058,ammobiliare+V
6059,svillaneggiare+V
6060,orino+N
6061,distributivo+A
6062,sculettare+V
6063,centesimo+A
6064,ponzare+V
6065,strombazzare+V
6066,bulinare+V
6067,imperiare+V
6068,sbrigativo+A
6069,uguagliare+V
6070,volontarietà+N
6071,annichilare+V
6072,trivellare+V
6073,corista+N
6074,imbiaccare+V
6075,riscontrare+V
6076,tentacolare+V
6077,lecit+A
6078,sbirciare+V
6079,borrare+V
6080,assicurare+V
6081,co-fondare+V
6082,tergicristallo+N
6083,progettare+A
6084,attraccare+V
6085,elettrodinamico+A
6086,circonvicino+A
6087,guarnigione+N
6088,scialbo+N
6089,carpire+V
6090,spossare+V
6091,attizzare+V
6092,distendere+V
6093,attrezzare+V
6094,smaniare+V
6095,rinsaccare+V
6096,demistificare+V
6097,ripulire+V
6098,imbarbarire+V
6099,diplomare+V
6100,sminuzzare+V
6101,chiarire+V
6102,sconsigliare+V
6103,roso+A
6104,reinserire+V
6105,pucciniano+A
6106,siglare+V
6107,ribaltare+V
6108,proibire+V
6109,propinare+V
6110,lerciare+V
6111,dimissionare+V
6112,effondere+A
6113,travalicare+V
6114,boicottereare+V
6115,impermeabilizzare+V
6116,acclamare+V
6117,riseminare+V
6118,editare+V
6119,equilibrare+V
6120,teorizzare+V
6121,digitalizzare+V
6122,sbadigliare+V
6123,maciullare+V
6124,infarcire+V
6125,cingere+V
6126,zampillare+V
6127,dignitario+N
6128,estrogenico+A
6129,estendere+V
6130,desnudo+A
6131,comperare+V
6132,sublimare+V
6133,gasare+V
6134,rabbonire+V
6135,assemblare+V
6136,imbottigliare+V
6137,reinserire+V
6138,disturbare+V
6139,afro-mediterraneo+A
6140,aggettivo+V
6141,controverso+A
6142,empiere+A
6143,scansione+N
6144,distinguaere+V
6145,falciare+V
6146,affabulare+V
6147,carreggiare+V
6148,inchinare+V
6149,inchinare+V
6150,soggiungere+V
6151,instradare+V
6152,scioperare+V
6153,catechizzare+V
6154,sgravare+V
6155,traumatizzato+A
6156,lucanao+A
6157,ammutinare+V
6158,sprovvedut+A
6159,adescare+V
6160,quattordicesimo+A
6161,bestseller+N
6162,commettere+V
6163,apostatare+V
6164,bipartire+V
6165,squamare+V
6166,seracchiare+V
6167,estendere+V
6168,crocidare+V
6169,ufficiare+V
6170,annichilare+V
6171,graffiare+V
6172,deidratare+V
6173,affermoare+V
6174,disorientare+V
6175,pentire+V
6176,adempire+V
6177,ribadire+V
6178,stordire+V
6179,confermare+V
6180,pentire+V
6181,stravincere+V
6182,pregiare+V
6183,sbaciucchiare+V
6184,profondare+V
6185,capottare+V
6186,esalare+V
6187,marginare+V
6188,riconsacrare+V
6189,riacquisire+V
6190,abbicare+V
6191,adeguare+V
6192,sovrintendere+V
6193,prescindere+V
6194,appagare+V
6195,imporre+V
6196,industrializzare+V
6197,ravvedere+V
6198,soggiornare+V
6199,vagare+V
6200,influenzare+V
6201,commuovere+V
6202,dimenticare+V
6203,ricompattamento+N
6204,sonnecchiare+V
6205,snodare+V
6206,sdoppiare+V
6207,afferrare+A
6208,inguainare+V
6209,esorcizzare+V
6210,offendere+V
6211,magliario+N
6212,defiscalizzare+V
6213,orbitare+V
6214,accattonare+V
6215,elettrizzare+V
6216,rappattumare+V
6217,languire+V
6218,elargire+V
6219,dirompere+V
6220,pranzare+V
6221,autoassolvere+V
6222,impeciare+V
6223,compilare+V
6224,dirottare+V
6225,dardeggiare+V
6226,affaccendare+V
6227,intramezzare+V
6228,stravolgere+A
6229,sgombrare+V
6230,settantesimo+A
6231,acciuffare+V
6232,inebetire+V
6233,adescare+V
6234,congedare+V
6235,lambire+V
6236,ritorcere+V
6237,carburare+V
6238,neocomunista+N
6239,varare+V
6240,permeare+V
6241,feticisto+A
6242,bisettimanale+A
6243,accudire+V
6244,annacquare+V
6245,tarmare+V
6246,abbonacciare+V
6247,fiducioso+A
6248,arrostire+V
6249,rottamare+V
6250,prediligere+V
6251,sfracellare+V
6252,denuclearizzare+V
6253,inzuccherare+V
6254,impegnare+A
6255,incuneare+V
6256,accattonare+V
6257,schivare+V
6258,ordinare+V
6259,pasturare+V
6260,soleggiare+A
6261,predisporre+V
6262,gualcire+V
6263,brunire+V
6264,svoltare+V
6265,repertare+A
6266,impalcare+V
6267,incrementare+V
6268,svitare+A
6269,inzuccheraare+V
6270,cozzare+V
6271,deflagrare+V
6272,soprannominare+V
6273,cartolare+V
6274,invertire+V
6275,ripubblicare+V
6276,cancellare+V
6277,seppellire+V
6278,abituare+A
6279,dorare+V
6280,flessuoso+A
6281,previsto+A
6282,burocratre+N
6283,persuadere+V
6284,desertificare+V
6285,ammantare+V
6286,costaricano+A
6287,preludiare+V
6288,intercedere+V
6289,autointerrogare+V
6290,tallonare+V
6291,esaminare+V
6292,propalare+V
6293,profum+V
6294,montare+V
6295,pronunziare+V
6296,ghiotto+A
6297,vagare+V
6298,sospendere+V
6299,fratturare+V
6300,erigere+V
6301,sinistrare+A
6302,fossare+V
6303,lottare+V
6304,germogliare+V
6305,sfacchinare+V
6306,reinnestare+V
6307,banda+N
6308,attaccare+V
6309,mediare+V
6310,leggibile+A
6311,pretendere+V
6312,trascurare+A
6313,rubacchiare+V
6314,accentrare+V
6315,imbiancare+V
6316,pontificare+V
6317,aureolare+V
6318,microfilmare+V
6319,ragguagliare+V
6320,costituire+V
6321,dilagare+A
6322,sorrid+V
6323,brancolare+V
6324,addensare+A
6325,patrocinare+A
6326,stellare+V
6327,controriforma+N
6328,ripiovere+V
6329,scaracchiare+V
6330,depredare+V
6331,autoescludere+A
6332,disfare+V
6333,ricuocere+V
6334,discolpare+V
6335,inghiaiare+V
6336,sbiancare+V
6337,risultare+V
6338,dissestare+V
6339,eccepire+V
6340,collimare+V
6341,pervertire+V
6342,patteggiare+V
6343,surrogare+V
6344,rifugiare+V
6345,recidivare+V
6346,scorpione+N
6347,encomiare+V
6348,spossare+V
6349,incrementare+V
6350,mette+V
6351,vertere+V
6352,accodare+V
6353,disincagliare+V
6354,sgranchire+V
6355,pugnare+V
6356,raccattare+V
6357,arricciolare+V
6358,martoriat+N
6359,coprire+V
6360,favoreggiare+V
6361,crollare+V
6362,noire+V
6363,antropomorfizzare+V
6364,effondere+V
6365,acquisire+A
6366,impepare+V
6367,cantilenare+V
6368,ricompens+N
6369,appesantire+V
6370,fiorire+V
6371,sfregiare+V
6372,docciare+V
6373,cotonare+V
6374,pandemone+N
6375,arricciolare+V
6376,impalpabile+A
6377,nembo+N
6378,accomandare+V
6379,europeizzare+V
6380,traspirare+V
6381,erboso+A
6382,odorare+V
6383,dimissionare+V
6384,tenzone+N
6385,tripolare+V
6386,alzare+V
6387,casolare+N
6388,epistolare+V
6389,sovraccaricare+V
6390,ingessare+V
6391,presuntuoso+A
6392,re-iniettare+V
6393,tritare+V
6394,appontare+V
6395,indebolire+V
6396,innervare+V
6397,scomparire+V
6398,ripetitivo+A
6399,disinfestare+V
6400,esorbitare+V
6401,invitato+A
6402,spaccare+V
6403,girare+A
6404,rinsecchire+V
6405,paziente+A
6406,autenticare+V
6407,sfegatare+V
6408,rannicchiare+V
6409,rintracciare+V
6410,impanare+V
6411,demonetizzare+V
6412,autorizzare+V
6413,vulcanologo+N
6414,luccicare+V
6415,deragliare+V
6416,appesantire+V
6417,svettare+V
6418,assottigliare+V
6419,contitolare+V
6420,aristocratico+A
6421,islamizzare+V
6422,lerciare+V
6423,sbeccare+V
6424,solleticare+V
6425,strombettare+V
6426,imbalsamare+V
6427,disincrostare+A
6428,vigoroso+A
6429,acciaieria+N
6430,specificare+V
6431,inzavorrare+V
6432,peruviano+N
6433,disattivare+V
6434,indovinare+V
6435,annualizzare+V
6436,nativo+N
6437,spiumare+V
6438,lentao+N
6439,schiodare+V
6440,calettare+V
6441,dilazionare+V
6442,deflagroare+V
6443,gap+N
6444,deviare+V
6445,selciare+V
6446,trangugereiare+V
6447,sgrossare+V
6448,bitumare+V
6449,limare+V
6450,saporire+V
6451,impazzire+V
6452,appuntare+V
6453,deliberare+V
6454,stacciare+V
6455,calpestare+V
6456,giacere+V
6457,piantina+N
6458,freddare+V
6459,accanimento+N
6460,abbicare+V
6461,sconquassare+V
6462,snellire+V
6463,comprare+V
6464,sbeccare+V
6465,ingobbire+A
6466,riconducarre+V
6467,marsalare+V
6468,ridire+V
6469,cedere+V
6470,ripromettere+V
6471,sfarfallare+V
6472,aromatizzare+V
6473,rompere+V
6474,cozzare+V
6475,rinsanguare+A
6476,bosco+N
6477,calamitare+V
6478,manifestare+V
6479,basire+V
6480,inefficienza+N
6481,acchiappare+V
6482,purificare+V
6483,carpire+V
6484,gradualizzare+V
6485,industrializzare+V
6486,zincare+A
6487,inghiottire+V
6488,commissariare+V
6489,tremare+V
6490,frustrare+V
6491,disistimare+V
6492,racconciare+V
6493,appiccicare+V
6494,diserbare+V
6495,interdire+A
6496,caldeggiare+V
6497,sbadigliare+A
6498,rafforzare+V
6499,frazionato+A
6500,microstruttura+N
6501,empire+V
6502,perifrasare+V
6503,appropriare+V
6504,confrontare+V
6505,decostruire+V
6506,studioso+A
6507,fittile+A
6508,sgranchire+V
6509,escoriare+V
6510,velare+V
6511,dubitativo+A
6512,infeltrire+V
6513,depredare+V
6514,spolverare+V
6515,dissuadere+V
6516,ritornare+V
6517,orecchioare+V
6518,conciare+V
6519,disgustare+V
6520,scervellare+V
6521,nego+N
6522,brutalizzare+V
6523,rettangola+A
6524,lustrare+V
6525,riprogrammare+A
6526,riabbattere+V
6527,scocciare+V
6528,rivendicare+V
6529,sublimare+V
6530,affettare+V
6531,dribblare+V
6532,guaire+V
6533,rabdomare+A
6534,salariare+V
6535,riuscire+V
6536,disorientare+V
6537,corbellare+V
6538,accordare+V
6539,massellare+V
6540,mansueto+A
6541,dogmatizzare+V
6542,scambiare+V
6543,tifone+N
6544,berciare+V
6545,calmare+V
6546,annodare+V
6547,predicatore+A
6548,orinare+V
6549,pancetta+N
6550,falsificare+V
6551,piov+V
6552,trapanare+V
6553,fiaccare+V
6554,imbrogliare+V
6555,impaginare+V
6556,schifare+V
6557,sbrigativo+A
6558,adibire+V
6559,dissentire+V
6560,tifare+V
6561,obiettare+A
6562,sculettare+V
6563,percolare+V
6564,faretto+N
6565,rincrescere+V
6566,allergico+A
6567,arroccare+V
6568,ingozzare+V
6569,speronare+V
6570,civetta+N
6571,stimolare+V
6572,snodare+V
6573,affabulare+V
6574,nobilitare+V
6575,incivilire+V
6576,decelerare+V
6577,estorcere+V
6578,infognare+V
6579,variopinto+A
6580,bugnoare+V
6581,patrimonio+N
6582,sincerare+V
6583,ingioiellare+V
6584,conquidere+V
6585,prezzolare+V
6586,idratare+V
6587,alluminare+V
6588,geografia+N
6589,impersonare+V
6590,infocare+V
6591,condiscendere+V
6592,sterilizzare+V
6593,baldao+A
6594,rombare+V
6595,stone+N
6596,impermalire+V
6597,toreare+V
6598,franchismo+N
6599,avvicendare+V
6600,infiammare+V
6601,riconciliazione+N
6602,disusare+V
6603,soprammettere+V
6604,risolare+V
6605,volgare+V
6606,gradimento+N
6607,pescare+V
6608,pennivendol+N
6609,ricantare+V
6610,citare+V
6611,decantare+V
6612,testardo+N
6613,gualcire+V
6614,assecondare+V
6615,precettare+V
6616,gelatinizzare+V
6617,perseguitare+V
6618,esterificare+V
6619,rinfacciare+V
6620,berciare+V
6621,vertere+V
6622,ritrattare+V
6623,conquid+V
6624,rischiarare+V
6625,dosare+V
6626,lupetto+N
6627,autoreplicare+V
6628,fasciatura+N
6629,rimembrare+V
6630,sguinzagliare+V
6631,trasportare+V
6632,ripiombare+V
6633,salinare+V
6634,mega-concerto+N
6635,evadere+V
6636,stornellare+V
6637,bocciare+V
6638,intestinale+V
6639,bergamasco+A
6640,scovare+V
6641,aspergere+V
6642,glissare+V
6643,totemico+A
6644,riabilitare+V
6645,acciaiare+V
6646,prostatico+A
6647,elicotteristico+A
6648,fraudolento+A
6649,azzoppare+V
6650,antitaliano+A
6651,gozzare+N
6652,scorrettezza+N
6653,europeizzare+V
6654,totalitario+A
6655,connettere+V
6656,attagliare+V
6657,esecrare+V
6658,scambiare+V
6659,destalinizzare+V
6660,desinare+A
6661,varare+V
6662,contrastato+A
6663,raffinare+V
6664,biologa+N
6665,impennacchiare+V
6666,diliscare+V
6667,programmare+V
6668,pregevole+A
6669,diplomare+V
6670,estrapolare+V
6671,convogliare+V
6672,sproloquare+V
6673,rinsecchire+V
6674,entrobordo+A
6675,fiaccare+V
6676,provocare+V
6677,assegnare+V
6678,pigmeo+A
6679,patire+V
6680,maciullare+V
6681,schiodare+V
6682,agonizzare+A
6683,tacitare+V
6684,girovagare+V
6685,allungare+V
6686,quietare+V
6687,affrescare+V
6688,appagare+V
6689,spennacchiare+A
6690,familiarizzare+V
6691,registrare+V
6692,arrestare+V
6693,proseguaire+V
6694,identificare+A
6695,abboffare+V
6696,permettere+V
6697,marmorizzare+V
6698,controllare+V
6699,passeggine+N
6700,impuntare+V
6701,dirupare+V
6702,rogare+V
6703,berciare+V
6704,interessare+V
6705,tergiversare+V
6706,sperticare+V
6707,acredine+N
6708,decurtare+V
6709,riassestare+V
6710,carezzare+V
6711,storpiare+V
6712,coricare+V
6713,contagiare+V
6714,dimettere+V
6715,gentiliano+A
6716,obiettare+V
6717,piccione+N
6718,malintenzionato+A
6719,malta+N
6720,biglietto+N
6721,egemonizzare+V
6722,infeudare+V
6723,rabbonire+V
6724,contrapporre+V
6725,incretinire+V
6726,disinnestare+V
6727,ascondere+V
6728,autoinfliggere+V
6729,rivendicare+V
6730,confiscare+V
6731,vigilare+V
6732,secondre+V
6733,pasteggiare+V
6734,forviare+V
6735,amare+A
6736,estromettere+V
6737,ricongiungere+V
6738,traslare+V
6739,congelare+V
6740,ospitare+V
6741,veicolare+V
6742,imbottigliare+V
6743,ridisegnare+A
6744,purificare+V
6745,giacere+V
6746,diseducare+V
6747,remunerare+V
6748,intercedere+V
6749,spolverare+V
6750,solidarizzare+V
6751,razionalizzare+V
6752,arrischiare+V
6753,desinare+V
6754,ingraziare+V
6755,petrodollaro+N
6756,rifluire+V
6757,coetaneo+N
6758,desertificare+V
6759,acclimatare+V
6760,sbucare+V
6761,sperticare+V
6762,post-comunia+A
6763,denudare+V
6764,obbiezione+N
6765,rintoccare+V
6766,cementificazione+N
6767,assorbire+N
6768,ghermare+V
6769,inguainare+V
6770,gioire+V
6771,disalberare+V
6772,inconsueto+A
6773,faticare+V
6774,esaminare+V
6775,ereditare+V
6776,pignorare+V
6777,programmare+V
6778,circonvicina+A
6779,luccicare+V
6780,cauzionare+V
6781,costellare+V
6782,coreografare+V
6783,aggiuntare+V
6784,espropriare+V
6785,sfidare+V
6786,smanettare+V
6787,accorgere+V
6788,questionare+V
6789,contraffare+V
6790,prevedere+A
6791,ruocere+V
6792,arguire+V
6793,frammentare+V
6794,celare+V
6795,tarlare+V
6796,dilare+V
6797,zampare+V
6798,riattare+V
6799,riseminare+V
6800,territoriale+A
6801,tappezzare+V
6802,leggiucchiare+V
6803,posizionare+V
6804,correre+V
6805,acciaccare+A
6806,attanagliare+V
6807,rilassamento+N
6808,zurliniano+A
6809,frammischiare+V
6810,trasformare+V
6811,mediare+V
6812,prosperoso+A
6813,infingere+V
6814,burocratizzare+V
6815,annichilare+V
6816,zurliniano+A
6817,appendere+V
6818,intiepidire+V
6819,robotizzare+V
6820,rimare+V
6821,dializzare+V
6822,crocefiggere+V
6823,appendere+V
6824,prodigare+V
6825,sostentare+V
6826,ricuocere+V
6827,sgonfiare+V
6828,ramazza+N
6829,permeare+V
6830,pugnare+V
6831,divertire+V
6832,stentare+V
6833,infilare+V
6834,palleggiare+V
6835,amplare+V
6836,spelacchiare+V
6837,ritagliare+V
6838,srotolare+V
6839,ergere+A
6840,vancanza+N
6841,esportare+A
6842,corrompere+V
6843,ubriacare+V
6844,cubare+V
6845,gambona+N
6846,influenzare+V
6847,stereotipizzare+V
6848,ristare+V
6849,sottostare+V
6850,incenerire+V
6851,guerriglia+N
6852,armamentare+V
6853,divisare+V
6854,ridonare+V
6855,attingere+V
6856,ischeletrire+V
6857,susseguire+V
6858,impostare+V
6859,illegittimao+A
6860,destituire+V
6861,apporre+V
6862,accingere+V
6863,giovinotte+N
6864,manganare+V
6865,invelenire+V
6866,rinnovereare+V
6867,assordare+V
6868,ufficializzare+V
6869,evadere+V
6870,bollare+V
6871,autocostruire+V
6872,provare+V
6873,sbramare+V
6874,estrapolare+V
6875,strinare+V
6876,incidere+V
6877,colpevolizzare+V
6878,preludere+V
6879,negoziato+A
6880,riarmare+V
6881,recidivare+V
6882,attempato+A
6883,fratturare+V
6884,immagazzinre+V
6885,sincopare+V
6886,precostituire+A
6887,propinare+V
6888,levare+V
6889,sventagliare+V
6890,impepare+V
6891,intuitivo+A
6892,affaticare+V
6893,brevettabilità+N
6894,oscurare+V
6895,accarezzare+V
6896,predeterminare+V
6897,seppellire+V
6898,autocompatire+V
6899,deburocratizzare+V
6900,raspare+V
6901,salariare+V
6902,consonare+V
6903,accondiscendere+V
6904,accecare+A
6905,spezzettare+V
6906,affermare+V
6907,vaticinare+V
6908,sperticare+V
6909,rupare+V
6910,intergovernativo+A
6911,cabrare+V
6912,assicurare+V
6913,meravigliare+V
6914,anchilosare+V
6915,assalire+V
6916,raggelare+V
6917,bombare+V
6918,imprigionare+V
6919,imbronciare+V
6920,insegnare+V
6921,destare+V
6922,idratare+V
6923,abitare+V
6924,interpretare+V
6925,cauzionare+V
6926,scolorire+V
6927,rifiorire+V
6928,mandare+V
6929,inamidare+V
6930,esautorare+V
6931,atrofizzare+V
6932,arrotondoare+V
6933,paganeggiare+V
6934,giogo+N
6935,racconciare+V
6936,abborracciare+V
6937,demoltiplicare+A
6938,artico+A
6939,mostrare+V
6940,benestare+N
6941,robotizzare+V
6942,sbiancare+V
6943,sconquassare+V
6944,impalcare+V
6945,demonizzare+V
6946,carrista+N
6947,anti-malaricao+A
6948,emettre+V
6949,premunire+V
6950,indebolire+V
6951,questionare+V
6952,sciamannare+V
6953,antropomorfizzare+V
6954,autocorreggere+V
6955,personaggio+N
6956,inculcare+V
6957,pedalare+V
6958,malridotto+A
6959,ascond+V
6960,cristianizzare+V
6961,progressione+N
6962,aritmetico+A
6963,cantilenare+V
6964,tabulare+V
6965,scuotere+V
6966,concatenare+V
6967,assemblare+V
6968,intervisto+V
6969,scaldare+V
6970,gargarizzare+V
6971,dol+V
6972,romanticizzato+A
6973,spartano+A
6974,schiacciare+V
6975,protagonista+N
6976,attuare+V
6977,incontentabile+A
6978,sbellicare+V
6979,sciroppare+V
6980,trasformare+V
6981,confederare+V
6982,gemmare+A
6983,falcare+V
6984,incappare+V
6985,demordere+V
6986,disincagliare+V
6987,mollare+V
6988,imprecare+V
6989,ingelosire+V
6990,satirico+A
6991,spiare+V
6992,disgustare+V
6993,erigere+V
6994,volturare+V
6995,mordicchiare+V
6996,ingurgitare+V
6997,appiccicare+V
6998,barellare+V
6999,amicare+V
7000,rinnegare+V
7001,riaccostare+V
7002,empio+V
7003,inaugurare+V
7004,pacificare+V
7005,scervellare+V
7006,incasellare+V
7007,scemare+V
7008,campanilistico+A
7009,sfottere+V
7010,edificare+V
7011,seppellire+V
7012,conciare+V
7013,autointerrogare+V
7014,autenticare+V
7015,vire+V
7016,invocare+V
7017,spennare+V
7018,addurre+V
7019,ammutolire+V
7020,spendere+V
7021,maxi-operazione+N
7022,rammentare+V
7023,marcare+V
7024,sospiroso+A
7025,richiamare+V
7026,destabilizzare+V
7027,satollare+V
7028,baggianatre+N
7029,frugare+V
7030,abortire+V
7031,riassicurare+V
7032,abbicare+V
7033,avverare+V
7034,imbev+V
7035,amareggiare+V
7036,ammarare+V
7037,esorbitre+V
7038,accodare+V
7039,sfoderare+V
7040,conficcare+V
7041,schematismo+N
7042,sgattaiolare+V
7043,riaffacciare+V
7044,rubricare+V
7045,antropofago+A
7046,respingere+V
7047,spoetizzare+V
7048,lerciare+V
7049,aggraffare+V
7050,maxi-inchiesta+N
7051,paganeggiare+V
7052,citare+V
7053,sgombrare+V
7054,sociobiologo+N
7055,vallare+V
7056,bruciare+V
7057,mancare+V
7058,putrefare+V
7059,ingraziare+A
7060,intersecare+V
7061,edificare+V
7062,picchiare+A
7063,intagliare+A
7064,esulare+V
7065,monacare+V
7066,giustificare+V
7067,granuloso+A
7068,vitellina+A
7069,sinuoso+A
7070,contestare+V
7071,frammentare+V
7072,manifestare+V
7073,sport+N
7074,moltiplicare+V
7075,nobilitare+V
7076,contattare+V
7077,ciarlare+V
7078,fraseggiare+V
7079,rimpastare+V
7080,spiumare+V
7081,patteggiare+V
7082,costumo+N
7083,intercollegare+V
7084,gettonare+V
7085,dedicare+V
7086,coccolare+V
7087,ossequiare+V
7088,tracimare+V
7089,ancheggiare+V
7090,ricopertrire+V
7091,tagliatella+N
7092,dramma+N
7093,sdentare+V
7094,sagaco+A
7095,prevedere+V
7096,sorvegliare+V
7097,travalichare+V
7098,compiangere+V
7099,spingere+V
7100,condol+V
7101,funzionare+V
7102,cocecere+V
7103,snocciolare+V
7104,reiterare+V
7105,registratore+A
7106,civettare+A
7107,levatoi+A
7108,rintanare+V
7109,schifare+V
7110,rivendere+V
7111,paganeggiare+V
7112,gettonare+V
7113,asinino+A
7114,sperdere+V
7115,strabuzzare+V
7116,obnubilare+V
7117,comportamento+N
7118,duecentottantesimo+A
7119,sdottoreggiare+V
7120,giostrare+V
7121,riabilitare+V
7122,precampionato+N
7123,seppellire+V
7124,infilzare+V
7125,incrudire+V
7126,rafforzare+V
7127,trapezista+N
7128,confinare+V
7129,redistribuire+V
7130,tinteggiare+V
7131,discacciare+V
7132,pizzicottare+A
7133,imbrigliare+V
7134,pontificare+V
7135,sfianchare+V
7136,evadaere+V
7137,brucereiare+V
7138,dequalificare+V
7139,trapiantare+V
7140,propinare+V
7141,completare+V
7142,derubricare+V
7143,imbevere+V
7144,derubare+V
7145,ovviare+V
7146,ovviare+V
7147,rifluire+V
7148,abbagliare+V
7149,raggranellare+V
7150,discorrere+V
7151,pollare+V
7152,dossiere+V
7153,acchiappare+V
7154,fantascientific+A
7155,moroso+A
7156,stratosfera+N
7157,foracchiare+V
7158,rattrappire+V
7159,riflettere+V
7160,cruscheggiare+V
7161,impellicciare+V
7162,fervere+V
7163,dissestare+V
7164,decomprimere+V
7165,afferrare+V
7166,desistaere+V
7167,dattilografare+V
7168,assomigliare+A
7169,competere+V
7170,colonna+N
7171,pretendere+V
7172,stipulare+V
7173,detergere+V
7174,profondare+V
7175,combattere+V
7176,vincolare+A
7177,impermalire+V
7178,rubacchiare+V
7179,felpa+N
7180,bugnare+V
7181,guare+A
7182,posizionare+V
7183,eradicare+V
7184,rischiarare+V
7185,rischiare+V
7186,spennare+V
7187,sobbarcare+V
7188,crocidare+V
7189,perdonare+V
7190,equinoziale+A
7191,duecentodecimo+A
7192,destrutturare+V
7193,punzecchiare+V
7194,disdegnare+V
7195,scartabellare+V
7196,riparlare+V
7197,serrandre+N
7198,raccattare+V
7199,denegare+V
7200,tossicchiare+V
7201,raccapricciare+V
7202,palliare+V
7203,rimestare+V
7204,barcamenare+V
7205,variare+V
7206,schioccare+V
7207,frustrare+V
7208,cartolare+V
7209,gridare+V
7210,controllare+V
7211,imbarbarire+V
7212,posare+V
7213,insospettire+V
7214,cantilenare+V
7215,decorrere+V
7216,inviato+A
7217,glissare+V
7218,riconnettere+V
7219,rimuginare+V
7220,consuetudino+N
7221,sdottoreggiare+V
7222,armamentario+N
7223,attingere+V
7224,sbocciare+V
7225,bollare+V
7226,infradiciare+V
7227,menzionare+V
7228,registrare+V
7229,singhiozzare+V
7230,brancolare+V
7231,sconnettere+V
7232,sintonizzare+V
7233,sdoppiare+V
7234,ereditare+V
